hhid,zone,state,lga,urca_cat,adult_count,members_under_18,members_18_30,members_31_55,members_over_55,number_of_rooms,solar_supply_hours,generator_supply_hours,generator_count,generator_monthly_cost,minigrid_supply_hours,minigrid_monthly_bill,national_grid_supply_hours,national_grid_monthly_bill,air_cooler_count,fridge_count,washing_machine_count,ac_count,electric_cooker_count,thermal_appliance_count,household_size,daily_supply_hours,estimated_service_band,fan_count,laptop_computer_count,light_bulb_count,mobile_phone_charger_count,radio_count,television_count,fan_usage_hours,laptop_computer_usage_hours,light_bulb_usage_hours,mobile_phone_charger_usage_hours,radio_usage_hours,television_usage_hours,light_bulb_monthly_kwh,fan_monthly_kwh,television_monthly_kwh,mobile_phone_charger_monthly_kwh,laptop_computer_monthly_kwh,radio_monthly_kwh,fridge_monthly_kwh,ac_monthly_kwh,washing_machine_monthly_kwh,electric_cooker_monthly_kwh,thermal_appliance_monthly_kwh,air_cooler_monthly_kwh,estimated_monthly_kwh,supply_factor,estimated_monthly_kwh_adjusted,consumption_category,log_estimated_monthly_kwh,estimated_monthly_kwh_raw,outlier_flag,average_ac_usage_hours,kmeans_cluster,hierarchical_cluster,gmm_cluster,energy_segment,pca_1,pca_2,anomaly_label,anomaly_score,anomaly_status,anomaly_warning
d18172c1-09c2-404f-aea3-4e9b3f147780,North Central,Niger,mashegu,<1hr to small city/town+,3,2,1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3000.0,0,1,0,0,0,1,5,8.0,Band D,1,0,5,1,1,1,5.0,0.0,6.0,4.0,1.0,2.0,9.0,9.0,6.0,0.6,0.0,0.3,54.0,0.0,0.0,0.0,18.0,0.0,32.3,0.3333333333333333,32.3,High Consumption,3.505557396986398,32.3,0,0,0,0,1,Moderate Consumption Household,-0.1607906300338523,-0.8393653457331685,1.0,0.2048154365867405,Normal,Normal Usage
8b7bf88e-f401-4a2d-ab48-f2b763539e2e,North Central,Niger,mashegu,<1hr to small city/town+,3,5,2,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1000.0,0,0,0,0,0,1,8,4.0,Band E,2,0,4,2,1,1,4.0,0.0,4.0,4.0,2.0,2.0,4.8,14.4,6.0,1.2,0.0,0.6,0.0,0.0,0.0,0.0,18.0,0.0,9.0,0.2,9.0,Moderate Consumption,2.302585092994046,9.0,0,0,0,0,1,Low-Use Basic Household,-0.9663520959222658,0.3999234651367003,1.0,0.20888501306203572,Normal,Normal Usage
c44b69ed-e043-4b12-9765-3e79117ee03f,North West,Kano,garun_malam,<1hr to large city,3,6,2,1,0,2,0.0,4.0,0.0,5000.0,0.0,0.0,5.0,1000.0,0,0,0,0,0,0,9,5.0,Band E,0,0,6,3,0,0,0.0,0.0,7.0,7.0,0.0,0.0,12.6,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28125,0.2083333333333333,3.28125,Low Consumption,1.4542450230283983,3.28125,0,0,0,0,1,Low-Use Basic Household,-1.7560603853604948,-0.2695540041049135,1.0,0.1978242757460043,Normal,Normal Usage
99d27759-6f41-455f-ba7d-7ef4bf10be91,North West,Kano,garun_malam,<1hr to large city,2,4,1,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1000.0,0,0,0,0,0,1,6,4.0,Band E,5,0,8,2,2,0,4.0,0.0,4.0,3.0,2.0,0.0,9.6,36.0,0.0,0.9,0.0,1.2,0.0,0.0,0.0,0.0,18.0,0.0,13.14,0.2,13.14,Moderate Consumption,2.6490076604684267,13.14,0,0,0,0,1,Low-Use Basic Household,-0.4858309786075782,0.6957937413885116,1.0,0.14787240203584212,Normal,Normal Usage
8695b519-6357-4bb9-9e6a-cd8411d95c6e,North West,Kano,garun_malam,<1hr to large city,3,8,2,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1500.0,0,0,0,0,0,1,11,2.0,Below Band E / Low Supply,0,0,5,3,1,1,0.0,0.0,2.0,2.0,3.0,1.0,3.0,0.0,3.0,0.9,0.0,0.9,0.0,0.0,0.0,0.0,18.0,0.0,5.16,0.2,5.16,Moderate Consumption,1.8180767775454283,5.16,0,0,0,0,1,Low-Use Basic Household,-1.4665295132146534,0.3021734467122917,1.0,0.18458047959519092,Normal,Normal Usage
b4481554-13e8-4a4b-8c9c-ba5a99cd8ce4,North West,Kano,garun_malam,<1hr to large city,4,4,4,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2000.0,0,0,0,0,0,1,8,6.0,Band E,1,0,7,1,1,1,6.0,0.0,6.0,3.0,5.0,3.0,12.6,10.8,9.0,0.45,0.0,1.5,0.0,0.0,0.0,0.0,18.0,0.0,13.0875,0.25,13.0875,Moderate Consumption,2.645287879365895,13.0875,0,0,0,0,1,Low-Use Basic Household,-0.9034599735516132,0.1239715964896211,1.0,0.20606507505369687,Normal,Normal Usage
e0e1f165-f0df-42d5-beac-d9cb725249df,North West,Kano,garun_malam,<1hr to large city,7,17,4,3,0,17,0.0,4.0,1.0,21000.0,0.0,0.0,4.0,1500.0,0,0,0,0,0,1,24,4.0,Band E,4,0,20,7,4,2,6.0,0.0,6.0,5.0,5.0,3.0,36.0,43.2,18.0,5.25,0.0,6.0,0.0,0.0,0.0,0.0,18.0,0.0,25.290000000000003,0.2,25.290000000000003,High Consumption,3.26918863874179,25.290000000000003,0,0,0,0,0,Moderate Fan-Heavy Household,1.9337301525564985,5.612047040150742,-1.0,-0.029920261810648552,Anomaly,Unusual Low Consumption
0e58e60b-7595-449d-81a4-b3ba28f431a3,South South,Akwa Ibom,onna,<1hr to int. city,5,3,1,4,0,5,0.0,9.0,1.0,10400.0,0.0,0.0,3.0,5000.0,0,0,0,0,0,1,8,9.0,Band D,2,0,13,3,0,1,7.0,0.0,7.0,5.0,0.0,6.0,27.3,25.2,18.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,34.03125,0.375,34.03125,High Consumption,3.556240520272433,34.03125,0,0,0,0,1,Moderate Consumption Household,0.1797456196388093,0.8853424220986111,1.0,0.16635429736040586,Normal,Normal Usage
2a5fe59d-d150-4e3e-a31f-2df465ea96e1,North West,Kano,ungogo,<1hr to large city,8,7,2,3,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,15,0.0,Below Band E / Low Supply,1,0,0,3,2,1,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.2,0.96,Low Consumption,0.6729444732424258,0.96,0,0,0,0,1,Low-Use Basic Household,-1.385161954936117,1.6031501672679949,1.0,0.10093779147427218,Normal,Normal Usage
cffb5b29-6873-4241-b943-5eaf5852110c,North West,Katsina,bakori,<1hr to int. city,5,4,2,2,1,5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2000.0,0,0,0,0,0,0,9,8.0,Band D,0,0,6,2,0,0,0.0,0.0,9.0,5.0,0.0,0.0,16.2,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.3333333333333333,5.9,Moderate Consumption,1.9315214116032136,5.9,0,0,0,0,1,Low-Use Basic Household,-1.4478131742345393,0.0872766885533241,1.0,0.20511765065015536,Normal,Normal Usage
e105ae05-9171-4895-9c83-40c40d938e17,South South,Rivers,obio/akpor,<1hr to large city,2,4,0,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3000.0,0,0,0,0,0,0,6,11.0,Band D,0,0,2,2,0,0,0.0,0.0,20.0,3.0,0.0,0.0,12.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9125,0.4583333333333333,5.9125,Moderate Consumption,1.933331366848453,5.9125,0,0,0,0,1,Low-Use Basic Household,-1.7410143311240067,-0.9627106318944442,1.0,0.19153446887654535,Normal,Normal Usage
b2ba4f27-c083-4a7d-a272-870df84f56b5,North West,Katsina,bakori,<1hr to int. city,5,6,4,1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2000.0,0,0,0,0,0,1,11,12.0,Band C,2,0,9,5,1,1,10.0,0.0,7.0,6.0,5.0,9.0,18.9,36.0,27.0,4.5,0.0,1.5,0.0,0.0,0.0,0.0,18.0,0.0,52.95,0.5,52.95,Very High Consumption,3.988057691704144,52.95,0,0,0,0,1,High Consumption Household,0.4024323719613146,1.1678768631733365,1.0,0.14852931685991072,Normal,Normal Usage
a9b936d3-167b-4766-ad92-035e333ae7bd,North Central,Kogi,lokoja,<1hr to int. city,4,6,3,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0,1,0,0,0,0,10,0.0,Below Band E / Low Supply,2,0,6,4,2,0,8.0,0.0,7.0,5.0,2.0,0.0,12.6,28.8,0.0,3.0,0.0,1.2,54.0,0.0,0.0,0.0,0.0,0.0,19.92,0.2,19.92,High Consumption,3.040705639196722,19.92,0,0,0,0,1,Moderate Consumption Household,-0.6302151724010603,0.311484813751302,1.0,0.14830897333176524,Normal,Normal Usage
56f1ac6f-65e7-4344-9f54-6fd2d600f436,North Central,Nassarawa,lafia,<1hr to int. city,17,6,8,6,3,9,0.0,7.0,1.0,18000.0,0.0,0.0,6.0,4000.0,0,1,0,0,0,1,23,7.0,Band E,6,2,10,14,1,4,7.0,7.0,8.0,7.0,5.0,8.0,24.0,75.6,96.0,14.7,25.2,1.5,54.0,0.0,0.0,0.0,18.0,0.0,90.125,0.2916666666666667,90.125,Very High Consumption,4.512232190328822,90.125,0,0,0,0,0,Appliance-Heavy High Consumption,3.482569836707239,3.567272874826525,-1.0,-0.01652443531244796,Anomaly,High Consumption Anomaly
8163dd73-7f80-4281-a5a9-6855a9fddbb7,North West,Kano,ungogo,Town,4,2,2,2,0,3,0.0,3.0,1.0,5000.0,0.0,0.0,6.0,1000.0,0,0,0,0,0,0,6,6.0,Band E,2,1,6,3,1,1,5.0,2.0,5.0,5.0,2.0,5.0,9.0,18.0,15.0,2.25,3.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,12.1125,0.25,12.1125,Moderate Consumption,2.5735659737224155,12.1125,0,0,0,0,1,Low-Use Basic Household,-0.819900279588026,-0.0315348604597388,1.0,0.21386853488123492,Normal,Normal Usage
64064f3a-3e07-433c-8b0e-6e079e9032c9,North Central,Kogi,lokoja,<1hr to int. city,9,6,7,2,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0,0,0,0,0,1,15,0.0,Below Band E / Low Supply,6,0,12,4,2,2,13.0,0.0,12.0,12.0,4.0,13.0,43.2,140.4,78.0,7.2,0.0,2.4,0.0,0.0,0.0,0.0,18.0,0.0,57.84,0.2,57.84,Very High Consumption,4.074821895733237,57.84,0,0,0,0,1,High Consumption Household,1.2534079009336536,2.611170629832261,1.0,0.048671260879740164,Normal,Normal Usage
d380058b-242c-45e4-a768-8a4e35788bc9,North West,Katsina,bakori,<1hr to int. city,5,2,3,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3000.0,0,0,0,0,0,0,7,8.0,Band D,0,0,5,2,0,0,0.0,0.0,8.0,4.0,0.0,0.0,12.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.3333333333333333,4.4,Low Consumption,1.6863989535702286,4.4,0,0,0,0,1,Low-Use Basic Household,-1.6088843138705495,-0.3496127504533864,1.0,0.21309503041171612,Normal,Normal Usage
3ea2e0b9-c728-4e23-ab29-958e9f4a02a4,North West,Kaduna,jaba,<1hr to small city/town+,3,3,1,2,0,5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2000.0,0,0,0,0,0,0,6,5.0,Band E,0,0,6,3,0,0,0.0,0.0,3.0,4.0,0.0,0.0,5.4,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.2083333333333333,1.5,Low Consumption,0.9162907318741552,1.5,0,0,0,0,1,Low-Use Basic Household,-1.6604491924240892,-0.0992661358258209,1.0,0.2148419684260271,Normal,Normal Usage
bd656eb8-0432-4207-a887-e5c145c950e0,North Central,Kogi,lokoja,Town,4,3,2,2,0,5,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4000.0,0,1,0,0,0,0,7,14.0,Band C,4,0,7,7,1,2,6.0,0.0,9.0,3.0,2.0,5.0,18.9,43.2,30.0,3.15,0.0,0.6,54.0,0.0,0.0,0.0,0.0,0.0,87.41250000000001,0.5833333333333334,87.41250000000001,Very High Consumption,4.482013362362109,87.41250000000001,0,0,0,0,1,Appliance-Heavy High Consumption,1.9798369047728648,0.1909604821291704,1.0,0.14030123939962635,Normal,Normal Usage
4c47e7af-703a-4c78-97b6-27f524ce3159,North Central,Nassarawa,lafia,<1hr to int. city,3,9,0,3,0,6,0.0,2.0,1.0,5000.0,0.0,0.0,5.0,5000.0,0,0,0,0,0,0,12,5.0,Band E,6,0,19,5,0,2,5.0,0.0,5.0,2.0,0.0,5.0,28.5,54.0,30.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75,0.2083333333333333,23.75,High Consumption,3.2088254890146994,23.75,0,0,0,0,1,Moderate Fan-Heavy Household,1.5892053835592568,2.813200095164387,1.0,0.050997327976210705,Normal,Normal Usage
a2c53d4d-58ab-4a82-b02d-313114ef2b34,North West,Kaduna,jaba,<1hr to small city/town+,7,6,2,3,2,12,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3000.0,0,0,0,0,0,0,13,5.0,Band E,0,0,13,7,0,1,0.0,0.0,5.0,4.0,0.0,6.0,19.5,0.0,18.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.687500000000002,0.2083333333333333,8.687500000000002,Moderate Consumption,2.2708363946794656,8.687500000000002,0,0,0,0,1,Low-Use Basic Household,-0.2437788417555876,2.453965624520029,1.0,0.11542650074569627,Normal,Normal Usage
80876e44-18c1-4b03-a448-d73437b40cb8,North West,Kaduna,jaba,<1hr to small city/town+,5,1,4,1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3000.0,0,0,0,0,0,0,6,7.0,Band E,1,0,11,3,1,2,3.0,0.0,3.0,3.0,4.0,4.0,9.9,5.4,24.0,1.35,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,12.20625,0.2916666666666667,12.20625,Moderate Consumption,2.58069020238223,12.20625,0,0,0,0,1,Low-Use Basic Household,0.0517560182089587,1.1946903500972128,1.0,0.13109764194898316,Normal,Normal Usage
68f12387-9d7e-4a39-9c90-d126f4f49720,North West,Kaduna,jaba,<1hr to small city/town+,2,4,1,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3000.0,0,0,0,0,0,0,6,6.0,Band E,0,0,3,2,0,1,0.0,0.0,6.0,2.0,0.0,2.0,5.4,0.0,6.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.25,3.0,Low Consumption,1.3862943611198906,3.0,0,0,0,0,1,Low-Use Basic Household,-1.4665696914518205,-0.345561651462954,1.0,0.19734935788645175,Normal,Normal Usage
d9919ddb-66cf-4832-918e-d7697f1248f7,North West,Kaduna,kajuru,<1hr to large city,2,5,0,2,0,7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3000.0,0,0,0,0,0,0,7,3.0,Below Band E / Low Supply,0,0,9,5,0,1,0.0,0.0,8.0,5.0,0.0,8.0,21.6,0.0,24.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.87,0.2,9.87,Moderate Consumption,2.3860067011331183,9.87,0,0,0,0,1,Low-Use Basic Household,-0.9265484418729832,0.8001501615386719,1.0,0.1790577058254767,Normal,Normal Usage
8d31be29-8aad-448a-9297-99a09370ee98,North Central,Nassarawa,lafia,<1hr to int. city,2,2,0,1,1,7,10.0,4.0,2.0,20000.0,0.0,0.0,2.0,5000.0,0,0,0,0,0,0,4,10.0,Band D,3,0,7,3,0,1,4.0,0.0,6.0,3.0,0.0,4.0,12.6,21.6,12.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.812500000000004,0.4166666666666667,19.812500000000004,High Consumption,3.0355537677406628,19.812500000000004,0,0,0,0,1,Moderate Fan-Heavy Household,-0.1236197729582235,0.4364498653588438,1.0,0.17713584753950262,Normal,Normal Usage
c134f7b9-587c-4dca-8380-32a43251d63b,North West,Kaduna,kajuru,<1hr to large city,8,10,4,4,0,9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2000.0,0,0,0,0,0,0,18,2.0,Below Band E / Low Supply,0,0,12,8,0,0,0.0,0.0,6.0,3.0,0.0,0.0,21.6,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.040000000000001,0.2,5.040000000000001,Moderate Consumption,1.7984040119467235,5.040000000000001,0,0,0,0,1,Low-Use Basic Household,-0.9831402309803466,2.330615153679795,1.0,0.12671910547669818,Normal,Normal Usage
04c4f60e-1f06-44ca-abb9-e7c03a79cd78,North West,Kaduna,kajuru,<1hr to large city,6,4,2,3,1,9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3000.0,0,0,0,0,0,0,10,3.0,Below Band E / Low Supply,0,0,11,4,0,0,0.0,0.0,8.0,4.0,0.0,0.0,26.4,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76,0.2,5.76,Moderate Consumption,1.9110228900548727,5.76,0,0,0,0,1,Low-Use Basic Household,-1.0943952426704813,1.399031794240334,1.0,0.15979639422313396,Normal,Normal Usage
14ee3d4e-75ff-4dec-8562-84afed63ffa3,North West,Kaduna,jaba,<1hr to small city/town+,7,7,3,3,1,5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3000.0,0,0,0,0,0,0,14,4.0,Band E,0,0,3,3,0,0,0.0,0.0,3.0,4.0,0.0,0.0,2.7,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.9,Low Consumption,0.6418538861723948,0.9,0,0,0,0,1,Low-Use Basic Household,-1.840864769265004,0.5040193363373663,1.0,0.18814221642215395,Normal,Normal Usage
853972a5-e773-431b-bc7c-a7c7f2c0682a,North Central,Niger,bosso,<1hr to int. city,5,3,2,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3000.0,0,1,0,0,0,0,8,21.0,Band A,3,0,8,3,3,1,15.0,0.0,13.0,8.0,10.0,10.0,31.2,81.0,30.0,3.6,0.0,9.0,54.0,0.0,0.0,0.0,0.0,0.0,153.2325,0.875,182.7,Very High Consumption,5.21330399222108,182.7,1,0,0,0,1,Appliance-Heavy High Consumption,2.432059786101327,-0.5539444033245037,1.0,0.10336109724904041,Normal,Normal Usage
a99dd8e1-acc5-4c6a-a239-b4a1177baf20,North West,Kaduna,chikun,<1hr to large city,2,3,0,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3000.0,0,0,0,0,0,0,5,2.0,Below Band E / Low Supply,0,0,3,2,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.9,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.2,0.24,Low Consumption,0.2151113796169455,0.24,0,0,0,0,1,Low-Use Basic Household,-2.135726365537097,-0.6513944869899633,1.0,0.20629783748278857,Normal,Normal Usage
638b36c1-321a-497b-bc25-9d1902e52b0b,North West,Kaduna,chikun,<1hr to large city,6,2,3,1,2,8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1500.0,0,0,0,0,0,0,8,3.0,Below Band E / Low Supply,0,0,8,1,0,0,0.0,0.0,2.0,1.0,0.0,0.0,4.8,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.2,0.99,Low Consumption,0.688134638736401,0.99,0,0,0,0,1,Low-Use Basic Household,-1.4367964939035591,0.8084292575777471,1.0,0.18336403928925016,Normal,Normal Usage
