hhid,zone,state,lga,urca_cat,adult_count,members_under_18,members_18_30,members_31_55,members_over_55,number_of_rooms,solar_supply_hours,generator_supply_hours,generator_count,generator_monthly_cost,minigrid_supply_hours,minigrid_monthly_bill,national_grid_supply_hours,national_grid_monthly_bill,air_cooler_count,fridge_count,washing_machine_count,ac_count,electric_cooker_count,thermal_appliance_count,household_size,daily_supply_hours,estimated_service_band,fan_count,laptop_computer_count,light_bulb_count,mobile_phone_charger_count,radio_count,television_count,fan_usage_hours,laptop_computer_usage_hours,light_bulb_usage_hours,mobile_phone_charger_usage_hours,radio_usage_hours,television_usage_hours,light_bulb_monthly_kwh,fan_monthly_kwh,television_monthly_kwh,mobile_phone_charger_monthly_kwh,laptop_computer_monthly_kwh,radio_monthly_kwh,fridge_monthly_kwh,ac_monthly_kwh,washing_machine_monthly_kwh,electric_cooker_monthly_kwh,thermal_appliance_monthly_kwh,air_cooler_monthly_kwh,estimated_monthly_kwh,supply_factor,estimated_monthly_kwh_adjusted,consumption_category,log_estimated_monthly_kwh,estimated_monthly_kwh_raw,outlier_flag
d18172c1-09c2-404f-aea3-4e9b3f147780,North Central,Niger,mashegu,<1hr to small city/town+,3,2,1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3000.0,0,1,0,0,0,1,5,8.0,Band D,1,0,5,1,1,1,5.0,0.0,6.0,4.0,1.0,2.0,9.0,9.0,6.0,0.6,0.0,0.3,54.0,0.0,0.0,0.0,18.0,0.0,32.3,0.3333333333333333,32.3,High Consumption,3.505557396986398,32.3,0
8b7bf88e-f401-4a2d-ab48-f2b763539e2e,North Central,Niger,mashegu,<1hr to small city/town+,3,5,2,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1000.0,0,0,0,0,0,1,8,4.0,Band E,2,0,4,2,1,1,4.0,0.0,4.0,4.0,2.0,2.0,4.8,14.4,6.0,1.2,0.0,0.6,0.0,0.0,0.0,0.0,18.0,0.0,9.0,0.2,9.0,Moderate Consumption,2.302585092994046,9.0,0
c44b69ed-e043-4b12-9765-3e79117ee03f,North West,Kano,garun_malam,<1hr to large city,3,6,2,1,0,2,0.0,4.0,0.0,5000.0,0.0,0.0,5.0,1000.0,0,0,0,0,0,0,9,5.0,Band E,0,0,6,3,0,0,0.0,0.0,7.0,7.0,0.0,0.0,12.6,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28125,0.20833333333333334,3.28125,Low Consumption,1.4542450230283983,3.28125,0
99d27759-6f41-455f-ba7d-7ef4bf10be91,North West,Kano,garun_malam,<1hr to large city,2,4,1,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1000.0,0,0,0,0,0,1,6,4.0,Band E,5,0,8,2,2,0,4.0,0.0,4.0,3.0,2.0,0.0,9.6,36.0,0.0,0.9,0.0,1.2,0.0,0.0,0.0,0.0,18.0,0.0,13.14,0.2,13.14,Moderate Consumption,2.6490076604684267,13.14,0
8695b519-6357-4bb9-9e6a-cd8411d95c6e,North West,Kano,garun_malam,<1hr to large city,3,8,2,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1500.0,0,0,0,0,0,1,11,2.0,Below Band E / Low Supply,0,0,5,3,1,1,0.0,0.0,2.0,2.0,3.0,1.0,3.0,0.0,3.0,0.9,0.0,0.9,0.0,0.0,0.0,0.0,18.0,0.0,5.16,0.2,5.16,Moderate Consumption,1.8180767775454285,5.16,0
b4481554-13e8-4a4b-8c9c-ba5a99cd8ce4,North West,Kano,garun_malam,<1hr to large city,4,4,4,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2000.0,0,0,0,0,0,1,8,6.0,Band E,1,0,7,1,1,1,6.0,0.0,6.0,3.0,5.0,3.0,12.6,10.8,9.0,0.45,0.0,1.5,0.0,0.0,0.0,0.0,18.0,0.0,13.0875,0.25,13.0875,Moderate Consumption,2.645287879365895,13.0875,0
e0e1f165-f0df-42d5-beac-d9cb725249df,North West,Kano,garun_malam,<1hr to large city,7,17,4,3,0,17,0.0,4.0,1.0,21000.0,0.0,0.0,4.0,1500.0,0,0,0,0,0,1,24,4.0,Band E,4,0,20,7,4,2,6.0,0.0,6.0,5.0,5.0,3.0,36.0,43.2,18.0,5.25,0.0,6.0,0.0,0.0,0.0,0.0,18.0,0.0,25.290000000000003,0.2,25.290000000000003,High Consumption,3.26918863874179,25.290000000000003,0
0e58e60b-7595-449d-81a4-b3ba28f431a3,South South,Akwa Ibom,onna,<1hr to int. city,5,3,1,4,0,5,0.0,9.0,1.0,10400.0,0.0,0.0,3.0,5000.0,0,0,0,0,0,1,8,9.0,Band D,2,0,13,3,0,1,7.0,0.0,7.0,5.0,0.0,6.0,27.3,25.2,18.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,34.03125,0.375,34.03125,High Consumption,3.5562405202724334,34.03125,0
2a5fe59d-d150-4e3e-a31f-2df465ea96e1,North West,Kano,ungogo,<1hr to large city,8,7,2,3,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,15,0.0,Below Band E / Low Supply,1,0,0,3,2,1,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.2,0.96,Low Consumption,0.6729444732424258,0.96,0
cffb5b29-6873-4241-b943-5eaf5852110c,North West,Katsina,bakori,<1hr to int. city,5,4,2,2,1,5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2000.0,0,0,0,0,0,0,9,8.0,Band D,0,0,6,2,0,0,0.0,0.0,9.0,5.0,0.0,0.0,16.2,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8999999999999995,0.3333333333333333,5.8999999999999995,Moderate Consumption,1.9315214116032136,5.8999999999999995,0
e105ae05-9171-4895-9c83-40c40d938e17,South South,Rivers,obio/akpor,<1hr to large city,2,4,0,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3000.0,0,0,0,0,0,0,6,11.0,Band D,0,0,2,2,0,0,0.0,0.0,20.0,3.0,0.0,0.0,12.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9125,0.4583333333333333,5.9125,Moderate Consumption,1.933331366848453,5.9125,0
b2ba4f27-c083-4a7d-a272-870df84f56b5,North West,Katsina,bakori,<1hr to int. city,5,6,4,1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2000.0,0,0,0,0,0,1,11,12.0,Band C,2,0,9,5,1,1,10.0,0.0,7.0,6.0,5.0,9.0,18.9,36.0,27.0,4.5,0.0,1.5,0.0,0.0,0.0,0.0,18.0,0.0,52.95,0.5,52.95,Very High Consumption,3.9880576917041437,52.95,0
a9b936d3-167b-4766-ad92-035e333ae7bd,North Central,Kogi,lokoja,<1hr to int. city,4,6,3,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0,1,0,0,0,0,10,0.0,Below Band E / Low Supply,2,0,6,4,2,0,8.0,0.0,7.0,5.0,2.0,0.0,12.6,28.8,0.0,3.0,0.0,1.2,54.0,0.0,0.0,0.0,0.0,0.0,19.92,0.2,19.92,High Consumption,3.040705639196722,19.92,0
56f1ac6f-65e7-4344-9f54-6fd2d600f436,North Central,Nassarawa,lafia,<1hr to int. city,17,6,8,6,3,9,0.0,7.0,1.0,18000.0,0.0,0.0,6.0,4000.0,0,1,0,0,0,1,23,7.0,Band E,6,2,10,14,1,4,7.0,7.0,8.0,7.0,5.0,8.0,24.0,75.6,96.0,14.7,25.2,1.5,54.0,0.0,0.0,0.0,18.0,0.0,90.125,0.2916666666666667,90.125,Very High Consumption,4.512232190328822,90.125,0
8163dd73-7f80-4281-a5a9-6855a9fddbb7,North West,Kano,ungogo,Town,4,2,2,2,0,3,0.0,3.0,1.0,5000.0,0.0,0.0,6.0,1000.0,0,0,0,0,0,0,6,6.0,Band E,2,1,6,3,1,1,5.0,2.0,5.0,5.0,2.0,5.0,9.0,18.0,15.0,2.25,3.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,12.1125,0.25,12.1125,Moderate Consumption,2.5735659737224155,12.1125,0
64064f3a-3e07-433c-8b0e-6e079e9032c9,North Central,Kogi,lokoja,<1hr to int. city,9,6,7,2,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0,0,0,0,0,1,15,0.0,Below Band E / Low Supply,6,0,12,4,2,2,13.0,0.0,12.0,12.0,4.0,13.0,43.2,140.4,78.0,7.2,0.0,2.4,0.0,0.0,0.0,0.0,18.0,0.0,57.84,0.2,57.84,Very High Consumption,4.074821895733237,57.84,0
d380058b-242c-45e4-a768-8a4e35788bc9,North West,Katsina,bakori,<1hr to int. city,5,2,3,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3000.0,0,0,0,0,0,0,7,8.0,Band D,0,0,5,2,0,0,0.0,0.0,8.0,4.0,0.0,0.0,12.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3999999999999995,0.3333333333333333,4.3999999999999995,Low Consumption,1.6863989535702286,4.3999999999999995,0
3ea2e0b9-c728-4e23-ab29-958e9f4a02a4,North West,Kaduna,jaba,<1hr to small city/town+,3,3,1,2,0,5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2000.0,0,0,0,0,0,0,6,5.0,Band E,0,0,6,3,0,0,0.0,0.0,3.0,4.0,0.0,0.0,5.4,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.20833333333333334,1.5,Low Consumption,0.9162907318741551,1.5,0
bd656eb8-0432-4207-a887-e5c145c950e0,North Central,Kogi,lokoja,Town,4,3,2,2,0,5,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4000.0,0,1,0,0,0,0,7,14.0,Band C,4,0,7,7,1,2,6.0,0.0,9.0,3.0,2.0,5.0,18.9,43.2,30.0,3.15,0.0,0.6,54.0,0.0,0.0,0.0,0.0,0.0,87.41250000000001,0.5833333333333334,87.41250000000001,Very High Consumption,4.482013362362109,87.41250000000001,0
4c47e7af-703a-4c78-97b6-27f524ce3159,North Central,Nassarawa,lafia,<1hr to int. city,3,9,0,3,0,6,0.0,2.0,1.0,5000.0,0.0,0.0,5.0,5000.0,0,0,0,0,0,0,12,5.0,Band E,6,0,19,5,0,2,5.0,0.0,5.0,2.0,0.0,5.0,28.5,54.0,30.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75,0.20833333333333334,23.75,High Consumption,3.2088254890146994,23.75,0
a2c53d4d-58ab-4a82-b02d-313114ef2b34,North West,Kaduna,jaba,<1hr to small city/town+,7,6,2,3,2,12,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3000.0,0,0,0,0,0,0,13,5.0,Band E,0,0,13,7,0,1,0.0,0.0,5.0,4.0,0.0,6.0,19.5,0.0,18.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.687500000000002,0.20833333333333334,8.687500000000002,Moderate Consumption,2.2708363946794656,8.687500000000002,0
80876e44-18c1-4b03-a448-d73437b40cb8,North West,Kaduna,jaba,<1hr to small city/town+,5,1,4,1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3000.0,0,0,0,0,0,0,6,7.0,Band E,1,0,11,3,1,2,3.0,0.0,3.0,3.0,4.0,4.0,9.9,5.4,24.0,1.35,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,12.20625,0.2916666666666667,12.20625,Moderate Consumption,2.58069020238223,12.20625,0
68f12387-9d7e-4a39-9c90-d126f4f49720,North West,Kaduna,jaba,<1hr to small city/town+,2,4,1,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3000.0,0,0,0,0,0,0,6,6.0,Band E,0,0,3,2,0,1,0.0,0.0,6.0,2.0,0.0,2.0,5.4,0.0,6.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.25,3.0,Low Consumption,1.3862943611198906,3.0,0
d9919ddb-66cf-4832-918e-d7697f1248f7,North West,Kaduna,kajuru,<1hr to large city,2,5,0,2,0,7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3000.0,0,0,0,0,0,0,7,3.0,Below Band E / Low Supply,0,0,9,5,0,1,0.0,0.0,8.0,5.0,0.0,8.0,21.6,0.0,24.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.870000000000001,0.2,9.870000000000001,Moderate Consumption,2.3860067011331183,9.870000000000001,0
8d31be29-8aad-448a-9297-99a09370ee98,North Central,Nassarawa,lafia,<1hr to int. city,2,2,0,1,1,7,10.0,4.0,2.0,20000.0,0.0,0.0,2.0,5000.0,0,0,0,0,0,0,4,10.0,Band D,3,0,7,3,0,1,4.0,0.0,6.0,3.0,0.0,4.0,12.6,21.6,12.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.812500000000004,0.4166666666666667,19.812500000000004,High Consumption,3.0355537677406628,19.812500000000004,0
c134f7b9-587c-4dca-8380-32a43251d63b,North West,Kaduna,kajuru,<1hr to large city,8,10,4,4,0,9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2000.0,0,0,0,0,0,0,18,2.0,Below Band E / Low Supply,0,0,12,8,0,0,0.0,0.0,6.0,3.0,0.0,0.0,21.6,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.040000000000001,0.2,5.040000000000001,Moderate Consumption,1.7984040119467237,5.040000000000001,0
04c4f60e-1f06-44ca-abb9-e7c03a79cd78,North West,Kaduna,kajuru,<1hr to large city,6,4,2,3,1,9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3000.0,0,0,0,0,0,0,10,3.0,Below Band E / Low Supply,0,0,11,4,0,0,0.0,0.0,8.0,4.0,0.0,0.0,26.4,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76,0.2,5.76,Moderate Consumption,1.9110228900548727,5.76,0
14ee3d4e-75ff-4dec-8562-84afed63ffa3,North West,Kaduna,jaba,<1hr to small city/town+,7,7,3,3,1,5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3000.0,0,0,0,0,0,0,14,4.0,Band E,0,0,3,3,0,0,0.0,0.0,3.0,4.0,0.0,0.0,2.7,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.9,Low Consumption,0.6418538861723948,0.9,0
853972a5-e773-431b-bc7c-a7c7f2c0682a,North Central,Niger,bosso,<1hr to int. city,5,3,2,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3000.0,0,1,0,0,0,0,8,21.0,Band A,3,0,8,3,3,1,15.0,0.0,13.0,8.0,10.0,10.0,31.2,81.0,30.0,3.6,0.0,9.0,54.0,0.0,0.0,0.0,0.0,0.0,153.2325,0.875,182.7,Very High Consumption,5.21330399222108,182.7,1
a99dd8e1-acc5-4c6a-a239-b4a1177baf20,North West,Kaduna,chikun,<1hr to large city,2,3,0,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3000.0,0,0,0,0,0,0,5,2.0,Below Band E / Low Supply,0,0,3,2,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.9,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.2,0.24,Low Consumption,0.2151113796169455,0.24,0
638b36c1-321a-497b-bc25-9d1902e52b0b,North West,Kaduna,chikun,<1hr to large city,6,2,3,1,2,8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1500.0,0,0,0,0,0,0,8,3.0,Below Band E / Low Supply,0,0,8,1,0,0,0.0,0.0,2.0,1.0,0.0,0.0,4.8,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9900000000000001,0.2,0.9900000000000001,Low Consumption,0.688134638736401,0.9900000000000001,0
25facc62-e81d-458d-82ac-c8fbc6d530c9,North West,Kaduna,jaba,<1hr to small city/town+,3,4,2,1,0,5,0.0,2.0,1.0,1600.0,0.0,0.0,5.0,2000.0,0,0,0,0,0,0,7,5.0,Band E,0,1,1,6,1,0,0.0,3.0,4.0,3.0,2.0,0.0,1.2,0.0,0.0,2.7,5.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0625,0.20833333333333334,2.0625,Low Consumption,1.1192315758708453,2.0625,0
50fd0fe5-acd0-4643-ad9e-1e95714dd570,North West,Kaduna,chikun,<1hr to large city,2,3,0,2,0,8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3000.0,0,1,1,0,0,1,5,3.0,Below Band E / Low Supply,1,0,4,1,1,1,2.0,0.0,2.0,2.0,1.0,3.0,2.4,3.6,9.0,0.3,0.0,0.3,54.0,0.0,7.5,0.0,18.0,0.0,19.02,0.2,19.02,Moderate Consumption,2.9967317738870745,19.02,0
55e97b8a-83dd-4bcc-a52e-ce6c35316d3a,North West,Kaduna,chikun,<1hr to large city,2,2,1,1,0,7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3000.0,0,0,0,0,0,0,4,2.0,Below Band E / Low Supply,0,0,1,1,0,1,0.0,0.0,2.0,1.0,0.0,1.0,0.6,0.0,3.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.2,0.75,Low Consumption,0.5596157879354227,0.75,0
4d5b26bc-e08f-46be-8d5d-366276b9f281,North West,Kaduna,chikun,<1hr to large city,3,3,1,1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3000.0,0,0,0,0,0,1,6,3.0,Below Band E / Low Supply,1,0,10,2,0,1,2.0,0.0,2.0,1.0,0.0,1.0,6.0,3.6,3.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,6.18,0.2,6.18,Moderate Consumption,1.9712993830601329,6.18,0
41ff3e08-3fea-443a-b3bd-869a44458e4b,North West,Kaduna,chikun,<1hr to large city,4,0,2,1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5000.0,0,1,0,0,0,1,4,2.0,Below Band E / Low Supply,3,0,8,2,0,2,1.0,0.0,1.0,1.0,0.0,1.0,2.4,5.4,6.0,0.3,0.0,0.0,54.0,0.0,0.0,0.0,18.0,0.0,17.22,0.2,17.22,Moderate Consumption,2.9025198918318122,17.22,0
f1235f8b-6208-4421-b471-81ed1a66d66e,North West,Kaduna,jaba,<1hr to small city/town+,4,2,2,2,0,10,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2500.0,0,0,0,0,0,0,6,8.0,Band D,0,0,7,4,0,1,0.0,0.0,6.0,5.0,0.0,5.0,12.6,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.3333333333333333,10.2,Moderate Consumption,2.4159137783010487,10.2,0
61fa4432-3567-4d26-b8c6-7892ec3bfa5e,North Central,Kogi,lokoja,<1hr to int. city,6,6,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0,0,0,0,0,0,12,0.0,Below Band E / Low Supply,1,0,3,2,0,1,13.0,0.0,4.0,8.0,0.0,6.0,3.6,23.4,18.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.48,0.2,9.48,Moderate Consumption,2.349468678892896,9.48,0
c53f51f6-a8bf-42ca-ac78-8c575418bced,North West,Kaduna,kajuru,<1hr to large city,2,0,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1000.0,0,0,0,0,0,1,2,5.0,Band E,0,0,4,2,0,1,0.0,0.0,7.0,4.0,0.0,4.0,8.4,0.0,12.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,8.25,0.20833333333333334,8.25,Moderate Consumption,2.224623551524334,8.25,0
d1011668-9e58-4fe3-a000-609fc4db597e,North Central,Niger,bosso,<1hr to int. city,3,4,1,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4000.0,0,0,0,0,0,0,7,21.0,Band A,0,0,3,2,0,0,0.0,0.0,8.0,5.0,0.0,0.0,7.2,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.612499999999999,0.875,7.612499999999999,Moderate Consumption,2.153214636339777,7.612499999999999,0
f9ae203d-adb8-4cb1-b266-79cd0947a174,North West,Kaduna,chikun,<1hr to large city,3,0,1,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2000.0,0,0,0,0,0,0,3,2.0,Below Band E / Low Supply,0,0,3,1,0,1,0.0,0.0,2.0,1.0,0.0,3.0,1.8,0.0,9.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1900000000000004,0.2,2.1900000000000004,Low Consumption,1.1600209167967532,2.1900000000000004,0
a9d0ebb3-3434-4c76-af4c-e78b300c8c99,North Central,Kogi,lokoja,Town,7,5,3,3,1,11,0.0,6.0,3.0,10000.0,0.0,0.0,14.0,5000.0,0,1,0,1,0,0,12,14.0,Band C,6,2,13,6,0,4,6.0,3.0,6.0,4.0,0.0,6.0,23.4,64.8,72.0,3.6,10.8,0.0,54.0,120.0,0.0,0.0,0.0,0.0,153.2325,0.5833333333333334,203.35000000000002,Very High Consumption,5.319834210010287,203.35000000000002,1
