hhid,zone,state,lga,urca_cat,adult_count,members_under_18,members_18_30,members_31_55,members_over_55,number_of_rooms,solar_supply_hours,generator_supply_hours,generator_count,generator_monthly_cost,minigrid_supply_hours,minigrid_monthly_bill,national_grid_supply_hours,national_grid_monthly_bill,air_cooler_count,fridge_count,washing_machine_count,ac_count,electric_cooker_count,thermal_appliance_count,household_size,daily_supply_hours,estimated_service_band,fan_count,laptop_computer_count,light_bulb_count,mobile_phone_charger_count,radio_count,television_count,fan_usage_hours,laptop_computer_usage_hours,light_bulb_usage_hours,mobile_phone_charger_usage_hours,radio_usage_hours,television_usage_hours
d18172c1-09c2-404f-aea3-4e9b3f147780,North Central,Niger,mashegu,<1hr to small city/town+,3,2,1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3000.0,0,1,0,0,0,1,5,8.0,Band D,1,0,5,1,1,1,5.0,0.0,6.0,4.0,1.0,2.0
8b7bf88e-f401-4a2d-ab48-f2b763539e2e,North Central,Niger,mashegu,<1hr to small city/town+,3,5,2,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1000.0,0,0,0,0,0,1,8,4.0,Band E,2,0,4,2,1,1,4.0,0.0,4.0,4.0,2.0,2.0
c44b69ed-e043-4b12-9765-3e79117ee03f,North West,Kano,garun_malam,<1hr to large city,3,6,2,1,0,2,0.0,4.0,0.0,5000.0,0.0,0.0,5.0,1000.0,0,0,0,0,0,0,9,5.0,Band E,0,0,6,3,0,0,0.0,0.0,7.0,7.0,0.0,0.0
99d27759-6f41-455f-ba7d-7ef4bf10be91,North West,Kano,garun_malam,<1hr to large city,2,4,1,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1000.0,0,0,0,0,0,1,6,4.0,Band E,5,0,8,2,2,0,4.0,0.0,4.0,3.0,2.0,0.0
8695b519-6357-4bb9-9e6a-cd8411d95c6e,North West,Kano,garun_malam,<1hr to large city,3,8,2,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1500.0,0,0,0,0,0,1,11,2.0,Below Band E / Low Supply,0,0,5,3,1,1,0.0,0.0,2.0,2.0,3.0,1.0
b4481554-13e8-4a4b-8c9c-ba5a99cd8ce4,North West,Kano,garun_malam,<1hr to large city,4,4,4,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2000.0,0,0,0,0,0,1,8,6.0,Band E,1,0,7,1,1,1,6.0,0.0,6.0,3.0,5.0,3.0
e0e1f165-f0df-42d5-beac-d9cb725249df,North West,Kano,garun_malam,<1hr to large city,7,17,4,3,0,17,0.0,4.0,1.0,21000.0,0.0,0.0,4.0,1500.0,0,0,0,0,0,1,24,4.0,Band E,4,0,20,7,4,2,6.0,0.0,6.0,5.0,5.0,3.0
0e58e60b-7595-449d-81a4-b3ba28f431a3,South South,Akwa Ibom,onna,<1hr to int. city,5,3,1,4,0,5,0.0,9.0,1.0,10400.0,0.0,0.0,3.0,5000.0,0,0,0,0,0,1,8,9.0,Band D,2,0,13,3,0,1,7.0,0.0,7.0,5.0,0.0,6.0
2a5fe59d-d150-4e3e-a31f-2df465ea96e1,North West,Kano,ungogo,<1hr to large city,8,7,2,3,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,15,0.0,Below Band E / Low Supply,1,0,0,3,2,1,0.0,0.0,0.0,0.0,8.0,0.0
cffb5b29-6873-4241-b943-5eaf5852110c,North West,Katsina,bakori,<1hr to int. city,5,4,2,2,1,5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2000.0,0,0,0,0,0,0,9,8.0,Band D,0,0,6,2,0,0,0.0,0.0,9.0,5.0,0.0,0.0
e105ae05-9171-4895-9c83-40c40d938e17,South South,Rivers,obio/akpor,<1hr to large city,2,4,0,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3000.0,0,0,0,0,0,0,6,11.0,Band D,0,0,2,2,0,0,0.0,0.0,20.0,3.0,0.0,0.0
b2ba4f27-c083-4a7d-a272-870df84f56b5,North West,Katsina,bakori,<1hr to int. city,5,6,4,1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2000.0,0,0,0,0,0,1,11,12.0,Band C,2,0,9,5,1,1,10.0,0.0,7.0,6.0,5.0,9.0
a9b936d3-167b-4766-ad92-035e333ae7bd,North Central,Kogi,lokoja,<1hr to int. city,4,6,3,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0,1,0,0,0,0,10,0.0,Below Band E / Low Supply,2,0,6,4,2,0,8.0,0.0,7.0,5.0,2.0,0.0
56f1ac6f-65e7-4344-9f54-6fd2d600f436,North Central,Nassarawa,lafia,<1hr to int. city,17,6,8,6,3,9,0.0,7.0,1.0,18000.0,0.0,0.0,6.0,4000.0,0,1,0,0,0,1,23,7.0,Band E,6,2,10,14,1,4,7.0,7.0,8.0,7.0,5.0,8.0
8163dd73-7f80-4281-a5a9-6855a9fddbb7,North West,Kano,ungogo,Town,4,2,2,2,0,3,0.0,3.0,1.0,5000.0,0.0,0.0,6.0,1000.0,0,0,0,0,0,0,6,6.0,Band E,2,1,6,3,1,1,5.0,2.0,5.0,5.0,2.0,5.0
64064f3a-3e07-433c-8b0e-6e079e9032c9,North Central,Kogi,lokoja,<1hr to int. city,9,6,7,2,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0,0,0,0,0,1,15,0.0,Below Band E / Low Supply,6,0,12,4,2,2,13.0,0.0,12.0,12.0,4.0,13.0
d380058b-242c-45e4-a768-8a4e35788bc9,North West,Katsina,bakori,<1hr to int. city,5,2,3,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3000.0,0,0,0,0,0,0,7,8.0,Band D,0,0,5,2,0,0,0.0,0.0,8.0,4.0,0.0,0.0
3ea2e0b9-c728-4e23-ab29-958e9f4a02a4,North West,Kaduna,jaba,<1hr to small city/town+,3,3,1,2,0,5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2000.0,0,0,0,0,0,0,6,5.0,Band E,0,0,6,3,0,0,0.0,0.0,3.0,4.0,0.0,0.0
bd656eb8-0432-4207-a887-e5c145c950e0,North Central,Kogi,lokoja,Town,4,3,2,2,0,5,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4000.0,0,1,0,0,0,0,7,14.0,Band C,4,0,7,7,1,2,6.0,0.0,9.0,3.0,2.0,5.0
4c47e7af-703a-4c78-97b6-27f524ce3159,North Central,Nassarawa,lafia,<1hr to int. city,3,9,0,3,0,6,0.0,2.0,1.0,5000.0,0.0,0.0,5.0,5000.0,0,0,0,0,0,0,12,5.0,Band E,6,0,19,5,0,2,5.0,0.0,5.0,2.0,0.0,5.0
a2c53d4d-58ab-4a82-b02d-313114ef2b34,North West,Kaduna,jaba,<1hr to small city/town+,7,6,2,3,2,12,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3000.0,0,0,0,0,0,0,13,5.0,Band E,0,0,13,7,0,1,0.0,0.0,5.0,4.0,0.0,6.0
80876e44-18c1-4b03-a448-d73437b40cb8,North West,Kaduna,jaba,<1hr to small city/town+,5,1,4,1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3000.0,0,0,0,0,0,0,6,7.0,Band E,1,0,11,3,1,2,3.0,0.0,3.0,3.0,4.0,4.0
68f12387-9d7e-4a39-9c90-d126f4f49720,North West,Kaduna,jaba,<1hr to small city/town+,2,4,1,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3000.0,0,0,0,0,0,0,6,6.0,Band E,0,0,3,2,0,1,0.0,0.0,6.0,2.0,0.0,2.0
d9919ddb-66cf-4832-918e-d7697f1248f7,North West,Kaduna,kajuru,<1hr to large city,2,5,0,2,0,7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3000.0,0,0,0,0,0,0,7,3.0,Below Band E / Low Supply,0,0,9,5,0,1,0.0,0.0,8.0,5.0,0.0,8.0
8d31be29-8aad-448a-9297-99a09370ee98,North Central,Nassarawa,lafia,<1hr to int. city,2,2,0,1,1,7,10.0,4.0,2.0,20000.0,0.0,0.0,2.0,5000.0,0,0,0,0,0,0,4,10.0,Band D,3,0,7,3,0,1,4.0,0.0,6.0,3.0,0.0,4.0
c134f7b9-587c-4dca-8380-32a43251d63b,North West,Kaduna,kajuru,<1hr to large city,8,10,4,4,0,9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2000.0,0,0,0,0,0,0,18,2.0,Below Band E / Low Supply,0,0,12,8,0,0,0.0,0.0,6.0,3.0,0.0,0.0
04c4f60e-1f06-44ca-abb9-e7c03a79cd78,North West,Kaduna,kajuru,<1hr to large city,6,4,2,3,1,9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3000.0,0,0,0,0,0,0,10,3.0,Below Band E / Low Supply,0,0,11,4,0,0,0.0,0.0,8.0,4.0,0.0,0.0
14ee3d4e-75ff-4dec-8562-84afed63ffa3,North West,Kaduna,jaba,<1hr to small city/town+,7,7,3,3,1,5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3000.0,0,0,0,0,0,0,14,4.0,Band E,0,0,3,3,0,0,0.0,0.0,3.0,4.0,0.0,0.0
853972a5-e773-431b-bc7c-a7c7f2c0682a,North Central,Niger,bosso,<1hr to int. city,5,3,2,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3000.0,0,1,0,0,0,0,8,21.0,Band A,3,0,8,3,3,1,15.0,0.0,13.0,8.0,10.0,10.0
a99dd8e1-acc5-4c6a-a239-b4a1177baf20,North West,Kaduna,chikun,<1hr to large city,2,3,0,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3000.0,0,0,0,0,0,0,5,2.0,Below Band E / Low Supply,0,0,3,2,0,0,0.0,0.0,1.0,1.0,0.0,0.0
638b36c1-321a-497b-bc25-9d1902e52b0b,North West,Kaduna,chikun,<1hr to large city,6,2,3,1,2,8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1500.0,0,0,0,0,0,0,8,3.0,Below Band E / Low Supply,0,0,8,1,0,0,0.0,0.0,2.0,1.0,0.0,0.0
25facc62-e81d-458d-82ac-c8fbc6d530c9,North West,Kaduna,jaba,<1hr to small city/town+,3,4,2,1,0,5,0.0,2.0,1.0,1600.0,0.0,0.0,5.0,2000.0,0,0,0,0,0,0,7,5.0,Band E,0,1,1,6,1,0,0.0,3.0,4.0,3.0,2.0,0.0
50fd0fe5-acd0-4643-ad9e-1e95714dd570,North West,Kaduna,chikun,<1hr to large city,2,3,0,2,0,8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3000.0,0,1,1,0,0,1,5,3.0,Below Band E / Low Supply,1,0,4,1,1,1,2.0,0.0,2.0,2.0,1.0,3.0
55e97b8a-83dd-4bcc-a52e-ce6c35316d3a,North West,Kaduna,chikun,<1hr to large city,2,2,1,1,0,7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3000.0,0,0,0,0,0,0,4,2.0,Below Band E / Low Supply,0,0,1,1,0,1,0.0,0.0,2.0,1.0,0.0,1.0
4d5b26bc-e08f-46be-8d5d-366276b9f281,North West,Kaduna,chikun,<1hr to large city,3,3,1,1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3000.0,0,0,0,0,0,1,6,3.0,Below Band E / Low Supply,1,0,10,2,0,1,2.0,0.0,2.0,1.0,0.0,1.0
41ff3e08-3fea-443a-b3bd-869a44458e4b,North West,Kaduna,chikun,<1hr to large city,4,0,2,1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5000.0,0,1,0,0,0,1,4,2.0,Below Band E / Low Supply,3,0,8,2,0,2,1.0,0.0,1.0,1.0,0.0,1.0
f1235f8b-6208-4421-b471-81ed1a66d66e,North West,Kaduna,jaba,<1hr to small city/town+,4,2,2,2,0,10,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2500.0,0,0,0,0,0,0,6,8.0,Band D,0,0,7,4,0,1,0.0,0.0,6.0,5.0,0.0,5.0
61fa4432-3567-4d26-b8c6-7892ec3bfa5e,North Central,Kogi,lokoja,<1hr to int. city,6,6,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0,0,0,0,0,0,12,0.0,Below Band E / Low Supply,1,0,3,2,0,1,13.0,0.0,4.0,8.0,0.0,6.0
c53f51f6-a8bf-42ca-ac78-8c575418bced,North West,Kaduna,kajuru,<1hr to large city,2,0,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1000.0,0,0,0,0,0,1,2,5.0,Band E,0,0,4,2,0,1,0.0,0.0,7.0,4.0,0.0,4.0
d1011668-9e58-4fe3-a000-609fc4db597e,North Central,Niger,bosso,<1hr to int. city,3,4,1,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4000.0,0,0,0,0,0,0,7,21.0,Band A,0,0,3,2,0,0,0.0,0.0,8.0,5.0,0.0,0.0
f9ae203d-adb8-4cb1-b266-79cd0947a174,North West,Kaduna,chikun,<1hr to large city,3,0,1,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2000.0,0,0,0,0,0,0,3,2.0,Below Band E / Low Supply,0,0,3,1,0,1,0.0,0.0,2.0,1.0,0.0,3.0
a9d0ebb3-3434-4c76-af4c-e78b300c8c99,North Central,Kogi,lokoja,Town,7,5,3,3,1,11,0.0,6.0,3.0,10000.0,0.0,0.0,14.0,5000.0,0,1,0,1,0,0,12,14.0,Band C,6,2,13,6,0,4,6.0,3.0,6.0,4.0,0.0,6.0
3e749bd0-d276-4d7c-a0ef-c83bd3e8cba6,North Central,Nassarawa,lafia,<1hr to int. city,3,2,3,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5000.0,0,0,0,0,0,0,5,2.0,Below Band E / Low Supply,0,0,10,3,0,0,0.0,0.0,4.0,4.0,0.0,0.0
8e97dcaa-a02c-4228-acb5-02ca58f97941,North West,Kaduna,jaba,<1hr to small city/town+,4,3,2,2,0,6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2000.0,0,0,0,0,0,0,7,5.0,Band E,0,0,5,3,0,1,0.0,0.0,4.0,3.0,0.0,2.0
f9a3cfbc-b9b0-47d6-a45a-33113e51fcff,North Central,Nassarawa,lafia,<1hr to int. city,7,7,0,7,0,8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3500.0,0,0,0,0,0,1,14,6.0,Band E,3,0,17,6,2,3,3.0,0.0,5.0,3.0,3.0,3.0
0936ed76-ce8d-481b-aeaa-ec98ea7088e8,South South,Rivers,obio/akpor,<1hr to large city,2,0,2,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1200.0,0,1,0,0,0,1,2,10.0,Band D,1,0,1,1,1,1,20.0,0.0,3.0,4.0,2.0,4.0
bda4d8d9-f2b4-4451-85ec-d7407e11fa4f,North West,Kaduna,kajuru,<1hr to large city,3,4,2,1,0,7,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2000.0,0,0,0,0,0,0,7,7.0,Band E,3,0,8,6,0,3,4.0,0.0,7.0,3.0,0.0,5.0
92cb4450-5e9e-420f-8a0b-62d5e82b5acd,North West,Kano,ungogo,<1hr to large city,9,12,1,6,2,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0,0,0,0,0,1,21,0.0,Below Band E / Low Supply,14,0,25,3,4,0,8.0,0.0,7.0,4.0,10.0,0.0
212c1b65-e776-4e80-bc68-afd77d971bc0,North West,Kaduna,jaba,<1hr to small city/town+,4,2,2,2,0,4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3000.0,0,0,0,0,0,0,6,4.0,Band E,2,0,15,3,1,2,6.0,0.0,5.0,4.0,4.0,7.0
70615ede-bf7e-43c1-980f-98688f3de70c,North West,Kaduna,jaba,<1hr to small city/town+,9,4,4,3,2,8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3500.0,0,0,0,0,0,0,13,7.0,Band E,0,0,7,3,1,2,0.0,0.0,4.0,7.0,2.0,3.0
26d8cac7-a060-492f-ad08-e0430143d3d0,South South,Rivers,obio/akpor,<1hr to large city,1,0,1,0,0,1,0.0,5.0,1.0,15000.0,0.0,0.0,10.0,2000.0,0,0,0,0,0,1,1,10.0,Band D,1,1,4,1,1,1,7.0,3.0,11.0,6.0,3.0,8.0
cf03ea81-78ca-49bd-97f0-3fc88971d156,North West,Kano,ungogo,<1hr to large city,5,14,3,1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,700.0,0,0,0,0,0,0,19,1.0,Below Band E / Low Supply,0,0,5,1,0,0,0.0,0.0,4.0,4.0,0.0,0.0
9bd515c0-80ce-4960-b657-f31df597dbad,North West,Kano,ungogo,<1hr to large city,2,0,2,0,0,5,0.0,5.0,0.0,3000.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,5.0,Band E,2,0,11,2,1,1,4.0,0.0,4.0,4.0,5.0,3.0
7157e040-fb15-46e8-88f7-c3b7cb932a60,North West,Kano,ungogo,<1hr to large city,3,1,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0,0,0,0,0,1,4,0.0,Below Band E / Low Supply,0,0,6,0,1,0,0.0,0.0,5.0,0.0,5.0,0.0
42f1a560-c2fa-4da0-83ee-47c6d112c20a,North Central,Niger,bosso,<1hr to int. city,4,1,1,3,0,4,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3000.0,0,1,0,0,0,0,5,21.0,Band A,2,0,6,3,0,1,9.0,0.0,15.0,10.0,0.0,14.0
19732c51-d48e-459a-9515-b5e1050dce7d,North Central,Kogi,lokoja,<1hr to int. city,10,16,3,3,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0,0,0,0,0,1,26,0.0,Below Band E / Low Supply,4,0,8,5,3,1,0.0,0.0,0.0,0.0,3.0,0.0
3ff9a94b-d94b-49b4-a62c-06d009eac124,North West,Kano,ungogo,<1hr to large city,3,0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1000.0,0,0,0,0,0,0,3,3.0,Below Band E / Low Supply,0,0,6,2,1,0,0.0,0.0,6.0,5.0,8.0,0.0
4df4cd80-162c-4071-9fd8-1d712ba0fc0a,North West,Kano,ungogo,<1hr to large city,2,1,1,1,0,3,0.0,4.0,1.0,3500.0,0.0,0.0,1.0,500.0,0,0,0,0,0,1,3,4.0,Band E,0,0,6,3,0,0,0.0,0.0,5.0,4.0,0.0,0.0
3ac9be55-dd04-482b-a207-0a8d8407217c,North Central,Nassarawa,lafia,<1hr to int. city,3,5,2,1,0,8,0.0,3.0,1.0,15000.0,0.0,0.0,2.0,1000.0,0,0,0,0,0,1,8,3.0,Below Band E / Low Supply,8,0,10,3,0,1,4.0,0.0,19.0,9.0,0.0,6.0
1b5d2b91-d5c4-4343-815d-d0de121216f3,North Central,Niger,bosso,<1hr to int. city,3,3,3,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2000.0,0,0,0,0,0,0,6,14.0,Band C,3,0,2,3,0,0,7.0,0.0,9.0,4.0,0.0,0.0
ceb9a1b5-9fbc-423c-afed-bce52911c7d8,North Central,Niger,bosso,<1hr to int. city,6,9,5,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3000.0,0,0,0,0,0,0,15,21.0,Band A,0,0,4,3,0,1,0.0,0.0,12.0,7.0,0.0,9.0
0f964d95-5200-4883-8e65-49f54cbff378,North West,Katsina,bakori,<1hr to int. city,6,2,4,0,2,7,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2000.0,0,0,0,0,0,0,8,10.0,Band D,0,0,8,2,1,0,0.0,0.0,8.0,4.0,8.0,0.0
35b49e1e-091b-4f88-889c-f399585fe5fe,North West,Katsina,bakori,<1hr to int. city,5,3,2,1,2,5,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2500.0,0,0,0,0,0,0,8,9.0,Band D,2,0,5,3,2,0,14.0,0.0,9.0,6.0,7.0,0.0
81e2967d-aadc-4240-b20f-0076470be9d3,North Central,Niger,bosso,<1hr to int. city,3,5,2,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2000.0,0,1,0,0,0,0,8,19.0,Band B,3,0,6,2,1,1,16.0,0.0,14.0,6.0,3.0,8.0
9b7b69c7-d1ae-4d4b-8037-f704d755b9ac,North Central,Niger,bosso,<1hr to int. city,4,4,2,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3000.0,0,1,0,0,0,0,8,21.0,Band A,3,0,5,3,1,1,10.0,0.0,9.0,8.0,4.0,10.0
6a8bc5bc-9674-4dc7-84ad-ac9a40a53e38,North Central,Niger,bosso,<1hr to int. city,11,10,8,2,1,6,0.0,0.0,0.0,0.0,19.0,3000.0,0.0,0.0,0,1,0,0,0,0,21,19.0,Band B,6,0,10,13,1,2,9.0,0.0,6.0,6.0,4.0,11.0
08a7526a-0893-4f4c-b892-b64f3931ebab,North West,Kano,ungogo,<1hr to large city,7,5,3,2,2,6,0.0,6.0,1.0,5000.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,12,6.0,Band E,0,0,0,0,2,0,0.0,0.0,0.0,0.0,11.0,0.0
2e2a59a0-59db-491f-89f4-9a41228a51cc,North West,Kano,ungogo,<1hr to large city,6,7,2,3,1,6,0.0,8.0,1.0,5000.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,13,8.0,Band D,0,0,4,4,0,0,0.0,0.0,8.0,6.0,0.0,0.0
4b105f17-a630-4eb2-925e-6b86a7faa960,South South,Rivers,obio/akpor,<1hr to large city,5,0,2,2,1,6,0.0,6.0,1.0,15000.0,0.0,0.0,14.0,2000.0,0,1,0,1,1,1,5,14.0,Band C,5,1,11,3,0,2,6.0,5.0,11.0,5.0,0.0,12.0
f5db57de-435a-4e6c-aa9e-02d910707387,North West,Katsina,bakori,<1hr to int. city,5,5,2,3,0,7,4.0,0.0,0.0,0.0,0.0,0.0,7.0,3500.0,0,0,0,0,0,1,10,7.0,Band E,3,0,9,4,1,2,10.0,0.0,8.0,5.0,5.0,10.0
a49b9919-ec6b-4d22-ae2f-ee666ccd279c,North West,Kano,ungogo,<1hr to large city,15,13,6,7,2,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28,0.0,Below Band E / Low Supply,0,0,0,3,1,0,0.0,0.0,0.0,0.0,5.0,0.0
bc614842-3899-438d-b3ab-a1e65fdbd77b,North West,Kano,ungogo,<1hr to large city,3,1,0,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0.0,Below Band E / Low Supply,0,0,0,4,3,0,0.0,0.0,0.0,0.0,9.0,0.0
8ea00b40-f731-4ebc-ac4a-cfa3ef2b39d6,North Central,Kogi,adavi,<1hr to int. city,4,1,2,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3000.0,0,1,0,0,0,1,5,9.0,Band D,2,0,5,5,1,1,6.0,0.0,6.0,4.0,5.0,6.0
75f08c1a-2b9a-4427-8656-63012bbb3ed9,North West,Kaduna,zangon_kataf,<1hr to int. city,6,1,2,2,2,11,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1500.0,0,0,0,0,0,0,7,3.0,Below Band E / Low Supply,0,0,4,2,1,2,0.0,0.0,3.0,3.0,4.0,3.0
644c311f-29bd-452f-9985-dd622251b9c6,North Central,Niger,bosso,<1hr to int. city,6,4,4,2,0,6,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2000.0,0,0,0,0,0,0,10,21.0,Band A,2,0,10,3,2,1,14.0,0.0,16.0,9.0,16.0,13.0
4b85bc58-337f-4373-97d5-1f30d9ec22a4,North West,Kaduna,giwa,<1hr to large city,8,2,5,2,1,6,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3000.0,0,1,0,0,0,1,10,11.0,Band D,4,0,9,0,0,1,10.0,0.0,13.0,0.0,0.0,9.0
